# First field is # dimensions of each datapoint, 2nd is gesture class, Next fields are raw time series in order t_f1[0], t_f2[0], t_f3[0] etc. where f1, f2, etc are features and [0] is time
3,1,435.8844299316406,140.23568725585938,43.7927360534668,435.9853210449219,145.24282836914062,43.9807243347168,436.549560546875,152.2947998046875,44.183380126953125,436.9859924316406,161.74871826171875,44.439918518066406,437.456787109375,173.693115234375,44.88100814819336,437.94671630859375,185.7498779296875,45.31619644165039,438.8395080566406,200.16439819335938,45.81058883666992,439.9852294921875,213.82766723632812,46.280242919921875,441.1701965332031,226.43817138671875,46.61804962158203,442.56719970703125,236.40786743164062,46.66653823852539,445.23919677734375,248.49420166015625,46.72441101074219,448.9930419921875,260.99237060546875,46.67318344116211,452.9219970703125,273.89996337890625,46.636474609375,456.3968811035156,286.6218566894531,46.654396057128906,458.8623046875,297.9976806640625,46.58824157714844,461.1375427246094,307.5879821777344,46.50205993652344,466.40130615234375,325.2191467285156,46.33039093017578,470.85638427734375,336.0438232421875,46.201175689697266,473.8265075683594,344.86053466796875,45.9881706237793,475.3291931152344,354.98626708984375,45.75379180908203,475.43060302734375,364.2400207519531,45.63130569458008,473.9329528808594,371.91693115234375,45.44184494018555,471.8179016113281,377.6683349609375,45.30918884277344,469.186279296875,383.9591369628906,45.09278869628906,467.1207275390625,390.3689270019531,44.867919921875,465.6134033203125,396.05511474609375,44.7125244140625,465.1660461425781,399.3647766113281,44.50139617919922,
3,2,390.11480712890625,402.2004699707031,39.908180236816406,390.71478271484375,402.679931640625,39.911766052246094,391.49249267578125,403.956787109375,39.944923400878906,392.0622253417969,406.4032897949219,39.986541748046875,392.6710205078125,410.1074523925781,40.096534729003906,393.1131286621094,414.09368896484375,40.15931701660156,394.01409912109375,419.28192138671875,40.07176971435547,395.0312194824219,422.80096435546875,39.75892639160156,397.18341064453125,422.9521484375,39.736568450927734,400.43353271484375,417.17315673828125,39.826290130615234,404.0362243652344,403.4958801269531,39.8058967590332,407.7772521972656,388.79705810546875,39.7010612487793,412.15728759765625,373.2242431640625,39.99680709838867,415.2511291503906,359.64013671875,40.21876525878906,416.6107177734375,343.2524719238281,40.38823318481445,417.44342041015625,327.0889892578125,40.39646911621094,416.43011474609375,312.9677734375,40.31547164916992,414.81756591796875,299.1641845703125,40.07950210571289,412.6478271484375,287.17083740234375,39.7083854675293,409.77874755859375,272.83782958984375,39.33466339111328,406.82794189453125,260.41552734375,38.95465087890625,401.8098449707031,243.28985595703125,38.322120666503906,397.9987487792969,231.60366821289062,37.79847717285156,394.7839660644531,217.65237426757812,37.08245849609375,392.1890563964844,205.64810180664062,36.3859748840332,389.56829833984375,194.2080078125,35.68429183959961,387.24090576171875,184.718994140625,35.11081314086914,384.3507080078125,174.6141357421875,34.44081115722656,381.41082763671875,165.23297119140625,33.83476257324219,379.2882995605469,156.86737060546875,33.24036407470703,378.5030212402344,149.11721801757812,32.63654708862305,378.2471923828125,143.66647338867188,32.24575424194336,378.1036682128906,137.73580932617188,31.953271865844727,365.0638732910156,219.33975219726562,-0.1431121826171875,
